id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source
1683,komponen,jagung kuning segar,140.0,4.7,1.3,33.1,kaggle
1684,komponen,jagung kuning tepung,355.0,9.2,3.9,73.7,kaggle
1685,komponen,jagung muda,35.0,2.2,0.1,7.4,kaggle
1686,komponen,jagung muda kuning mentah,147.0,5.1,0.7,31.5,kaggle
1687,dish,jagung muda rebus,142.0,5.0,0.7,30.3,kaggle
1688,komponen,jagung pipil var harapan kering,367.0,6.2,5.1,76.2,kaggle
1689,komponen,jagung pipil var metro kering,368.0,5.5,4.6,78.0,kaggle
1690,komponen,jagung putih giling,361.0,8.7,4.5,72.4,kaggle
1691,komponen,jagung putih muda,129.0,4.1,1.3,30.3,kaggle
1692,komponen,jagung putih pipil baru,307.0,7.9,3.4,63.6,kaggle
1693,komponen,jagung putih pipil lama,355.0,9.2,3.9,73.7,kaggle
1694,komponen,jagung putih segar,140.0,4.7,1.3,33.1,kaggle
1695,dish,jagung rebus,175.0,1.8,1.8,35.0,kaggle
1696,dish,jagung sayur tumis,148.9,10.4,10.4,20.1,kaggle
1697,komponen,jagung titi,374.0,9.4,2.2,79.1,kaggle
1698,komponen,jahe,51.0,1.5,1.0,10.1,kaggle
1699,komponen,jali,289.0,11.0,4.0,61.0,kaggle
1700,komponen,jam selai,239.0,0.5,0.6,64.5,kaggle
1701,dish,jambal goreng,286.0,48.5,9.2,2.3,kaggle
1702,komponen,jambu air,46.0,0.6,0.0,11.8,kaggle
1703,komponen,jambu biji,49.0,0.9,0.3,12.2,kaggle
1704,komponen,jambu biji putih tidak berbiji,61.0,0.9,0.3,15.4,kaggle
1705,komponen,jambu bol,56.0,0.6,0.3,14.2,kaggle
1706,komponen,jambu monyet buah,64.0,0.7,0.6,15.8,kaggle
1707,komponen,jampang huma mentah,350.0,6.2,1.4,78.2,kaggle
1708,dish,jamur coklat kulat siau,45.0,2.5,3.9,0.0,kaggle
1709,dish,jamur encik,296.0,9.4,1.1,62.0,kaggle
1710,dish,jamur kuping kering,294.0,16.0,0.9,64.6,kaggle
1711,dish,jamur kuping segar,21.0,3.8,0.6,0.9,kaggle
1712,dish,jamur merang segar,30.0,3.5,0.2,4.0,kaggle
1713,dish,jamur putih kulat putih,48.0,2.8,4.1,2.9,kaggle
1714,dish,jamur sagu,48.0,1.9,3.2,2.8,kaggle
1715,dish,jamur tiram segar,30.0,1.9,0.1,5.5,kaggle
1716,dish,jangang bintatoeng masakan,107.0,5.3,2.2,16.5,kaggle
1717,komponen,jantung pisang segar,31.0,1.2,0.3,7.1,kaggle
1718,komponen,japilus,500.0,1.2,25.1,67.3,kaggle
1719,komponen,jaruk tigarun,48.0,2.5,4.2,0.0,kaggle
1720,komponen,jawawut,334.0,9.7,3.5,73.4,kaggle
1721,dish,jenang,381.7,9.5,9.5,65.8,kaggle
1722,komponen,jengkol segar,192.0,5.4,0.3,40.7,kaggle
1723,komponen,jeruk bali,48.0,0.6,0.2,12.4,kaggle
1724,komponen,jeruk banjar segar,61.0,0.8,0.2,14.1,kaggle
1725,komponen,jeruk garut,44.0,0.8,0.3,10.9,kaggle
1726,komponen,jeruk kalamansi segar,39.0,0.3,0.3,8.9,kaggle
1727,komponen,jeruk manis,45.0,0.9,0.2,11.2,kaggle
1728,komponen,jeruk nipis,37.0,0.8,0.1,12.3,kaggle
1729,komponen,jeruk ragi segar,49.0,0.7,0.2,11.1,kaggle
1730,komponen,jotang,32.0,1.9,0.3,7.1,kaggle
1731,dish,jukku pallu kaloa masakan,15.0,15.2,4.3,8.8,kaggle
1732,komponen,kabau segar,130.0,6.7,0.3,25.2,kaggle
1733,komponen,kaburan ubi segar,133.0,1.0,0.2,32.2,kaggle
1734,komponen,kabuto,250.0,2.6,2.5,35.4,kaggle
1735,komponen,kacang andong,356.0,20.5,4.1,61.6,kaggle
1736,komponen,kacang arab,330.0,23.8,1.4,60.2,kaggle
1737,komponen,kacang atom,533.0,27.8,38.1,28.8,kaggle
1738,komponen,kacang babi kering,341.0,30.4,3.2,51.3,kaggle
1739,komponen,kacang belimbing kecipir kering,400.0,34.4,16.9,34.1,kaggle
1740,dish,kacang belimbing rebus,204.0,16.9,8.8,17.5,kaggle
1741,komponen,kacang belimbing tempe,212.0,17.5,10.0,12.9,kaggle
1742,komponen,kacang beracun segar,118.0,4.4,1.5,21.6,kaggle
1743,dish,kacang bogor goreng,479.0,12.7,23.2,58.9,kaggle
1744,komponen,kacang bogor kering,370.0,16.0,6.0,65.0,kaggle
1745,dish,kacang bogor rebus,161.0,7.7,2.8,27.1,kaggle
1746,komponen,kacang bogor segar,165.0,7.7,3.1,27.4,kaggle
1747,komponen,kacang endel biji,331.0,25.0,1.0,58.0,kaggle
1748,komponen,kacang ercis segar,129.0,12.4,0.7,18.3,kaggle
1749,komponen,kacang galing segar,336.0,23.1,1.7,59.5,kaggle
1750,komponen,kacang goyang,516.0,14.7,31.1,44.4,kaggle
1751,komponen,kacang gude biji,336.0,20.7,1.4,62.0,kaggle
1752,komponen,kacang gude biji kering,316.0,20.7,1.0,58.0,kaggle
1753,komponen,kacang gude biji muda,114.0,7.0,0.6,20.8,kaggle
1754,komponen,kacang gude muda,123.0,8.4,0.6,1.8,kaggle
1755,dish,kacang gude rebus,147.0,9.0,0.5,27.5,kaggle
1756,komponen,kacang hijau kering,323.0,22.9,1.5,56.8,kaggle
1757,dish,kacang hijau rebus,109.0,8.7,0.5,18.3,kaggle
1758,komponen,kacang hijau var bakti kering,350.0,17.1,1.8,70.7,kaggle
1759,komponen,kacang hijau var siwalik kering,339.0,20.8,2.1,64.6,kaggle
1760,komponen,kacang hitam kering,346.0,16.6,1.7,66.1,kaggle
1761,komponen,kacang ijo,345.0,22.2,1.2,62.9,kaggle
1762,dish,kacang kapri goreng,445.0,11.0,11.0,65.5,kaggle
1763,komponen,kacang kapri muda,98.0,6.7,0.4,17.7,kaggle
1764,komponen,kacang kedelai basah,286.0,30.2,15.6,30.1,kaggle
1765,dish,kacang kedelai goreng,521.0,32.2,37.7,22.9,kaggle
1766,komponen,kacang kedelai kering,381.0,40.4,16.7,24.9,kaggle
1767,dish,kacang kedelai kukus,75.0,4.1,2.1,10.7,kaggle
1768,dish,kacang kedelai rebus,189.0,20.2,8.2,12.7,kaggle
1769,komponen,kacang kedelai segar,286.0,30.2,15.6,30.1,kaggle
1770,komponen,kacang komak segar,327.0,16.4,4.3,55.8,kaggle
1771,komponen,kacang kuning kering,355.0,17.0,2.5,66.0,kaggle
1772,komponen,kacang lebui iris kering,346.0,16.5,1.5,66.6,kaggle
1773,komponen,kacang mekah polong segar,22.0,1.1,1.0,3.4,kaggle
1774,komponen,kacang mentega kering,344.0,16.7,2.1,64.6,kaggle
1775,komponen,kacang merah,336.0,23.1,1.7,59.5,kaggle
1776,komponen,kacang merah banda kering,350.0,13.9,3.0,66.9,kaggle
1777,komponen,kacang merah kering,314.0,22.1,1.1,56.2,kaggle
1778,dish,kacang merah kering rebus,158.0,10.3,0.9,28.2,kaggle
1779,komponen,kacang merah segar,171.0,11.0,2.2,28.0,kaggle
1780,dish,kacang merah segar rebus,144.0,10.0,1.0,24.7,kaggle
1781,komponen,kacang merah tua kering,280.0,16.7,1.6,63.2,kaggle
1782,dish,kacang metebiji jambu monyet goreng,629.0,20.4,56.3,19.8,kaggle
1783,komponen,kacang metebiji jambu monyet segar,616.0,16.3,48.4,28.7,kaggle
1784,komponen,kacang negara,480.0,18.4,19.1,58.5,kaggle
1785,komponen,kacang panjang,44.0,2.7,0.3,7.8,kaggle
1786,komponen,kacang panjang biji,357.0,17.3,1.5,70.0,kaggle
1787,dish,kacang panjang kukus,39.0,3.0,0.6,7.6,kaggle
1788,dish,kacang panjang tumis,150.0,2.5,12.5,7.0,kaggle
1789,komponen,kacang ranti polong,37.0,3.1,0.2,7.9,kaggle
1790,komponen,kacang sukro,484.0,8.8,26.1,57.7,kaggle
1791,komponen,kacang sukro putih,488.0,25.6,25.6,59.6,kaggle
1792,komponen,kacang tanah atom,535.0,27.8,38.1,28.8,kaggle
1793,dish,kacang tanah goreng,564.0,25.5,44.4,25.5,kaggle
1794,komponen,kacang tanah kacang sari,561.0,25.5,43.8,26.0,kaggle
1795,komponen,kacang tanah kering,525.0,27.9,42.7,17.4,kaggle
1796,dish,kacang tanah rebus,385.0,14.0,31.0,13.0,kaggle
1797,dish,kacang tanah rebus berkulit,360.0,13.5,31.2,12.8,kaggle
1798,komponen,kacang tanah rempeyek,513.0,17.5,32.5,44.3,kaggle
1799,komponen,kacang tanah sangan berselaput,569.0,28.8,48.4,15.8,kaggle
1800,komponen,kacang tanah sangan tanpa selaput,559.0,26.9,44.2,23.6,kaggle
1801,komponen,kacang tanah sari,561.0,25.5,43.8,26.0,kaggle
1802,komponen,kacang telur,748.0,20.8,20.8,124.8,kaggle
1803,komponen,kacang tolo tunggak kering,331.0,24.4,1.9,56.6,kaggle
1804,dish,kacang tolo rebus,138.0,10.7,1.1,22.6,kaggle
1805,komponen,kacang tunggak tolo,342.0,22.9,1.4,61.6,kaggle
1806,dish,kacang tunggak rebus,138.0,10.7,1.1,22.6,kaggle
1807,komponen,kacang tunggak rempeyek,451.0,11.2,20.2,59.7,kaggle
1808,komponen,kacang tunis kering,351.0,12.2,1.2,72.9,kaggle
1809,komponen,kacang uci kering,358.0,23.4,2.4,60.6,kaggle
1810,komponen,kacang urei kering,354.0,12.8,1.8,69.3,kaggle
1811,komponen,kadada katembe,110.0,4.5,6.9,7.1,kaggle
1812,dish,kaholeo masakan,413.0,28.7,19.8,29.8,kaggle
1813,komponen,kakap,92.0,20.0,0.7,0.0,kaggle
1814,komponen,kalakai,66.0,2.8,6.8,3.4,kaggle
1815,dish,kalio jeroan masakan,163.0,16.5,9.0,4.1,kaggle
1816,dish,kalio kikil tunjang masakan,122.0,13.8,5.7,3.9,kaggle
1817,dish,kalio otak masakan,157.0,8.1,8.8,11.4,kaggle
1818,dish,kalio telur masakan,193.0,10.6,12.4,9.7,kaggle
1819,komponen,kambing daging segar,149.0,16.6,9.2,0.0,kaggle
1820,komponen,kambose,164.0,3.0,2.4,32.6,kaggle
1821,komponen,kangkung,29.0,3.0,0.3,5.4,kaggle
1822,dish,kangkung kukus,30.0,3.2,0.7,4.7,kaggle
1823,dish,kangkung rebus,22.0,2.5,0.6,3.1,kaggle
1824,komponen,kangkung tondano,43.0,1.8,0.2,8.4,kaggle
1825,dish,kangkung tumis,52.0,1.8,3.6,3.0,kaggle
1826,komponen,kaparende sayur,38.0,2.4,2.0,2.6,kaggle
1827,komponen,kapri muda,42.0,3.3,0.2,9.6,kaggle
1828,dish,kapurung,41.0,2.0,0.3,7.8,kaggle
1829,komponen,kapusa,158.0,4.4,3.2,27.8,kaggle
1830,komponen,karawila,25.0,2.3,0.2,3.5,kaggle
1831,dish,karedok,146.7,5.9,5.9,19.7,kaggle
1832,dish,karedok sayur,92.0,2.2,3.3,14.1,kaggle
1833,komponen,karoket,292.0,11.2,11.2,2.8,kaggle
1834,komponen,katak,73.0,16.4,0.3,0.0,kaggle
1835,komponen,katul beras,275.0,12.6,14.8,54.6,kaggle
1836,komponen,katul jagung,356.0,9.0,8.5,64.5,kaggle
1837,komponen,kawista segar,120.0,3.5,2.5,20.8,kaggle
1838,komponen,kecap,46.0,5.7,1.3,9.0,kaggle
1839,dish,kecimpring singkong goreng,464.0,1.2,18.6,73.0,kaggle
1840,komponen,kecipir biji,405.0,32.8,17.0,36.5,kaggle
1841,komponen,kecipir buah muda,35.0,2.9,0.2,0.8,kaggle
1842,komponen,kecipir muda segar,32.0,2.9,0.2,5.8,kaggle
1843,komponen,kecombrang segar,34.0,0.9,1.0,6.7,kaggle
1844,komponen,kedondong segar,47.0,0.5,0.2,10.4,kaggle
1845,komponen,keju,326.0,22.8,20.3,13.1,kaggle
1846,komponen,keju kacang tanah,590.0,27.0,49.0,20.9,kaggle
1847,komponen,kelapa hutan kering,623.0,2.0,52.1,36.5,kaggle
1848,komponen,kelapa muda air,17.0,0.2,0.1,3.8,kaggle
1849,komponen,kelapa muda daging,68.0,1.0,0.9,14.0,kaggle
1850,komponen,kelapa setengah tua daging,180.0,4.0,15.0,10.0,kaggle
1851,komponen,kelapa tua daging,359.0,3.4,34.7,14.0,kaggle
1852,dish,kelepon,214.0,5.4,5.4,40.2,kaggle
1853,komponen,kelewih,111.0,1.5,0.3,27.2,kaggle
1854,komponen,kelinci daging segar,142.0,16.9,7.8,0.0,kaggle
1855,komponen,kemang,48.0,1.0,0.2,11.9,kaggle
1856,komponen,kembang tahu,380.0,48.9,13.8,23.3,kaggle
1857,komponen,kembang turi,44.0,1.8,0.6,9.6,kaggle
1858,komponen,kemiri,636.0,19.0,63.0,8.0,kaggle
1859,komponen,kenari,657.0,15.0,66.0,13.0,kaggle
1860,komponen,kenari banda kering,616.0,13.9,56.2,13.7,kaggle
1861,komponen,kentang,83.0,2.0,0.1,19.1,kaggle
1862,komponen,kentang hitam,142.0,0.9,0.4,33.7,kaggle
1863,komponen,keong,64.0,12.0,1.0,2.0,kaggle
1864,komponen,kepala susu krim,204.0,2.6,20.0,4.0,kaggle
1865,komponen,kepiting,151.0,13.8,3.8,14.1,kaggle
1866,komponen,kerang,59.0,18.0,1.1,3.6,kaggle
1867,komponen,kerang asap mentah,393.0,38.9,13.3,29.4,kaggle
1868,komponen,kerang dendeng mentah,357.0,41.1,10.0,25.6,kaggle
1869,komponen,kerbau daging segar,79.0,18.7,0.5,0.0,kaggle
1870,komponen,keremes,475.0,1.6,25.5,64.4,kaggle
1871,komponen,keribang ubi segar,137.0,1.3,1.1,29.8,kaggle
1872,dish,keripik bayam,586.0,4.9,40.6,50.2,kaggle
1873,komponen,keripik gadung,446.0,2.8,14.5,76.0,kaggle
1874,dish,keripik kentang,448.0,2.7,18.8,67.1,kaggle
1875,komponen,keripik lampung,485.0,1.7,22.2,69.7,kaggle
1876,komponen,keripik oncom,598.0,8.3,43.8,42.6,kaggle
1877,dish,keripik singkong,478.0,0.9,20.7,72.0,kaggle
1878,dish,keripik singkong berbumbu,481.0,2.2,19.7,73.6,kaggle
1879,dish,keripik tempe,581.0,12.1,40.6,41.7,kaggle
1880,dish,keripik tempe abadi murni,542.0,40.3,42.4,11.6,kaggle
1881,dish,keripik tempe abadi sedang,510.0,12.3,27.9,52.4,kaggle
1882,dish,keripik tempe abadi telur,529.0,20.8,31.7,40.2,kaggle
1883,dish,keripik ubi,486.0,0.2,23.9,67.6,kaggle
1884,komponen,kerokot segar,26.0,1.7,0.4,3.8,kaggle
1885,komponen,kerupuk aci,350.0,0.5,0.2,85.9,kaggle
1886,dish,kerupuk cumi goreng,444.0,6.9,14.6,71.3,kaggle
1887,komponen,kerupuk ikan berpati,342.0,16.0,0.4,65.6,kaggle
1888,komponen,kerupuk kemplang ikan mentah,325.0,1.8,0.4,78.5,kaggle
1889,dish,kerupuk kemplang goreng,504.0,5.6,28.1,57.1,kaggle
1890,komponen,kerupuk kemplang panggang,356.0,9.7,1.1,76.9,kaggle
1891,komponen,kerupuk kulit kerbau,422.0,83.0,4.0,0.0,kaggle
1892,dish,kerupuk melinjo mentah,345.0,12.0,1.5,71.5,kaggle
1893,dish,kerupuk melinjo tebal goreng asin,431.0,11.1,16.2,63.0,kaggle
1894,dish,kerupuk melinjo tebal goreng manis,439.0,10.0,16.4,65.7,kaggle
1895,dish,kerupuk melinjo tipis goreng,485.0,11.5,24.5,59.1,kaggle
1896,dish,kerupuk mie kuning goreng,476.0,0.1,21.1,71.3,kaggle
1897,komponen,kerupuk sayong,46.7,17.3,17.3,81.3,kaggle
1898,komponen,kerupuk udang,340.0,30.0,30.0,52.0,kaggle
1899,komponen,kerupuk udang berpati,359.0,17.2,68.2,332.0,kaggle
1900,dish,kerupuk udang goreng,477.0,4.7,20.5,68.5,kaggle
1901,komponen,kerupuk urat,588.0,53.7,40.9,1.2,kaggle
1902,komponen,kesemek,78.0,0.8,0.4,20.0,kaggle
1903,komponen,ketan hitam matang,181.0,4.0,1.2,37.3,kaggle
1904,komponen,ketan putih matang,163.0,3.0,0.4,35.7,kaggle
1905,komponen,ketapang,340.0,11.0,11.0,54.0,kaggle
1906,komponen,ketela pohon kuning,157.0,0.8,0.3,37.9,kaggle
1907,komponen,ketela singkong segar,154.0,1.0,0.3,36.8,kaggle
1908,dish,ketela pohonsingkong kukus,153.0,1.2,0.3,36.4,kaggle
1909,komponen,ketimun,12.0,0.7,0.1,2.7,kaggle
1910,komponen,ketimun madura segar,9.0,0.5,0.1,1.9,kaggle
1911,dish,ketoprak,153.0,7.9,7.7,13.0,kaggle
1912,komponen,ketumbar,404.0,14.1,16.1,54.2,kaggle
1913,dish,ketupat ketan,212.0,4.0,4.6,38.6,kaggle
1914,dish,ketupat tahu,109.6,2.6,2.6,18.6,kaggle
1915,komponen,kluwek,310.0,10.0,24.0,13.5,kaggle
1916,komponen,kodok segar,73.0,16.4,0.3,0.0,kaggle
1917,komponen,kokosan,86.0,1.6,0.2,13.0,kaggle
1918,komponen,komak polong segar,99.0,3.3,0.1,21.2,kaggle
1919,komponen,kool kembang,25.0,2.4,0.2,4.9,kaggle
1920,komponen,kool merah kool putih,24.0,1.4,0.2,5.3,kaggle
1921,komponen,kopi bagian yang larut,352.0,17.4,1.3,69.0,kaggle
1922,komponen,kopi bubuk instant,129.0,12.3,0.5,35.0,kaggle
1923,komponen,koro andong kering,356.0,20.5,4.1,61.6,kaggle
1924,komponen,koro benguk biji,332.0,24.0,3.0,55.0,kaggle
1925,komponen,koro benguk tempe,141.0,10.2,1.3,23.2,kaggle
1926,komponen,koro kerupuk biji,125.0,8.3,0.7,22.1,kaggle
1927,komponen,koro loke biji,33.0,2.7,0.2,7.9,kaggle
1928,komponen,koro roway biji,344.0,12.5,2.1,69.4,kaggle
1929,komponen,koro wedus biji,338.0,22.2,1.5,61.0,kaggle
1930,komponen,koro wedus buah muda,38.0,3.0,0.3,7.9,kaggle
1931,komponen,koro wedus polong,46.0,3.0,0.3,7.9,kaggle
1932,komponen,kotiu hinela tawang nggole,46.0,2.2,1.5,6.0,kaggle
1933,komponen,koya,366.0,4.2,4.3,77.5,kaggle
1934,komponen,koya mirasa,370.0,8.0,1.0,82.2,kaggle
1935,komponen,kranji segar,315.0,2.1,1.4,73.5,kaggle
1936,dish,kripik tempe goreng,542.0,40.3,42.4,11.5,kaggle
1937,komponen,krokot,21.0,1.7,0.4,3.8,kaggle
1938,komponen,kucai,45.0,2.2,0.3,10.3,kaggle
1939,komponen,kucai muda lokio,42.0,3.8,0.6,7.8,kaggle
1940,komponen,kuda daging segar,113.0,18.1,4.1,0.9,kaggle
1941,dish,kue ali,440.0,3.8,18.5,64.5,kaggle
1942,dish,kue apem,186.7,1.6,1.6,39.6,kaggle
1943,dish,kue bangket,338.0,1.5,1.2,80.3,kaggle
1944,dish,kue bugis,240.0,1.0,4.0,54.0,kaggle
1945,dish,kue jahe,425.0,1.6,8.8,84.6,kaggle
1946,dish,kue kelapa,591.0,5.6,42.1,47.5,kaggle
1947,dish,kue koya,366.0,4.2,4.3,7.9,kaggle
1948,dish,kue lumpur,291.0,3.6,11.1,44.1,kaggle
1949,dish,kue mangkok,182.0,1.0,1.0,40.4,kaggle
1950,dish,kue pacar cina,126.7,0.7,0.7,57.3,kaggle
1951,dish,kue pia,296.0,1.4,1.4,66.4,kaggle
1952,dish,kue putu cangkir,304.0,5.3,7.0,54.9,kaggle
1953,dish,kue putu singkong,217.0,1.2,0.5,53.2,kaggle
1954,dish,kue satu,393.3,2.7,2.7,79.3,kaggle
1955,dish,kue semprong,380.0,1.0,1.0,92.0,kaggle
1956,dish,kue sus,221.0,7.5,10.2,24.8,kaggle
1957,dish,kue talam,180.0,5.0,5.0,32.0,kaggle
1958,dish,kue tambang,512.0,26.0,26.0,60.4,kaggle
1959,dish,kue thipan,247.0,2.9,4.2,49.5,kaggle
1960,komponen,kulit melinjo,111.0,4.5,1.1,20.7,kaggle
1961,komponen,kundur segar,22.0,0.4,0.2,4.7,kaggle
1962,komponen,kunyit,63.0,2.0,2.7,9.1,kaggle
1963,komponen,kurakura,83.0,19.1,0.2,0.0,kaggle
1964,komponen,kwaci,515.0,30.6,42.1,13.8,kaggle
1965,komponen,kwark quark,242.0,19.0,17.0,3.0,kaggle
1966,komponen,labu air,17.0,0.6,0.2,3.8,kaggle
1967,komponen,labu kuning segar,51.0,1.7,0.5,10.0,kaggle
1968,komponen,labu siam,26.0,0.6,0.1,6.7,kaggle
1969,komponen,labu waluh segar,32.0,1.1,0.1,6.6,kaggle
1970,dish,laksa,166.3,2.7,3.9,29.5,kaggle
1971,komponen,lamtoro pete cina biji muda,85.0,5.7,0.3,15.4,kaggle
1972,komponen,lamtoro biji tua,148.0,10.6,0.5,26.2,kaggle
1973,komponen,lamtoro tempe,142.0,11.0,2.5,20.4,kaggle
1974,komponen,lamtoro var gung tanpa kulit,367.0,46.4,5.4,32.5,kaggle
1975,komponen,lamtoro var lokal dengan kulit,336.0,23.8,1.2,59.7,kaggle
1976,komponen,langsat,56.0,0.9,0.2,14.3,kaggle
1977,komponen,lantar segar,34.0,2.2,0.3,5.5,kaggle
1978,komponen,lanting getuk,422.0,0.9,10.8,80.4,kaggle
1979,dish,lapis legit,389.0,6.6,15.7,55.5,kaggle
1980,dish,lawar babi masakan,174.0,17.0,10.0,3.0,kaggle
1981,dish,lawar penyu masakan,141.0,23.0,1.5,7.6,kaggle
1982,dish,lawara jangang masakan,159.0,5.0,10.9,10.1,kaggle
1983,dish,lawara penjah masakan,207.0,7.4,15.4,9.6,kaggle
1984,komponen,ledre pisang,405.0,4.8,5.1,84.9,kaggle
1985,komponen,lema rebung asam,15.0,1.0,0.4,1.9,kaggle
1986,komponen,lemak babi,902.0,0.0,100.0,0.0,kaggle
1987,komponen,lemak babi bacon,630.0,9.1,65.0,1.1,kaggle
1988,komponen,lemak ikan,372.0,12.0,29.4,14.4,kaggle
1989,komponen,lemak kerbau,818.0,1.5,90.0,0.0,kaggle
1990,komponen,lemon segar,34.0,0.5,0.8,6.2,kaggle
1991,komponen,lemon squasih,36.0,0.0,0.0,10.0,kaggle
1992,komponen,lemonade,30.0,0.0,0.0,8.0,kaggle
1993,dish,lemper,221.3,3.8,3.6,43.4,kaggle
1994,komponen,lempog durian,320.0,3.5,5.7,63.7,kaggle
1995,komponen,lepokubi rumput,181.0,2.8,1.2,39.8,kaggle
1996,komponen,leunca buah,33.0,1.9,0.1,7.4,kaggle
1997,dish,leupeut ketan,240.0,7.8,0.5,51.3,kaggle
1998,dish,leverwost sosis hati,387.0,16.0,22.0,3.0,kaggle
1999,komponen,lilin bungkus gedi,79.0,2.3,5.2,5.8,kaggle
2000,komponen,lobak,19.0,0.9,0.1,4.2,kaggle
2001,komponen,lokan segar,217.0,11.0,1.7,5.1,kaggle
2002,komponen,lontar segar,27.0,0.4,0.2,6.0,kaggle
2003,komponen,lopis,163.3,2.8,2.2,33.0,kaggle
2004,komponen,lumaileunca segar,38.0,1.1,0.3,7.6,kaggle
2005,dish,lupis ketan,164.0,1.8,2.1,34.5,kaggle
2006,komponen,madu,294.0,0.3,0.0,79.5,kaggle
2007,komponen,maizena tepung,341.0,0.3,0.0,85.0,kaggle
2008,komponen,makaroni,363.0,8.7,0.4,78.7,kaggle
2009,komponen,mangga benggala segar,63.0,2.4,0.4,12.4,kaggle
2010,komponen,mangga gedong,44.0,0.7,0.2,11.2,kaggle
2011,komponen,mangga golek,63.0,0.5,0.2,16.7,kaggle
2012,komponen,mangga harum manis,46.0,0.4,0.2,11.9,kaggle
2013,komponen,mangga indramayu,72.0,0.8,0.2,18.7,kaggle
2014,komponen,mangga kopek,56.0,0.4,0.2,14.6,kaggle
2015,komponen,mangga kwini segar,86.0,0.7,0.5,19.8,kaggle
2016,komponen,mangga manalagi segar,133.0,1.0,0.1,32.1,kaggle
2017,komponen,mangga muda,59.0,0.5,0.4,15.1,kaggle
2018,komponen,mangga segar,52.0,0.7,0.0,12.3,kaggle
2019,komponen,manggis,63.0,0.6,0.6,15.6,kaggle
2020,komponen,margarin,720.0,0.6,81.0,0.4,kaggle
2021,komponen,markisa segar,144.0,3.5,1.2,29.8,kaggle
2022,komponen,markisa squash,217.0,2.5,1.0,49.6,kaggle
2023,komponen,markisa squash bd,104.0,1.2,0.5,23.7,kaggle
2024,dish,martabak manis,265.3,4.7,5.5,49.3,kaggle
2025,dish,martabak india,153.0,4.5,4.2,24.3,kaggle
2026,dish,martabak mesir,278.0,5.1,8.6,45.0,kaggle
2027,dish,martabak telur,200.0,8.9,5.1,29.5,kaggle
2028,komponen,masekat,369.0,2.1,7.0,74.1,kaggle
2029,komponen,matoa segar,90.0,1.2,0.1,21.1,kaggle
2030,komponen,melase,276.0,0.0,0.1,71.0,kaggle
2031,komponen,melinjo,66.0,5.0,0.7,13.3,kaggle
2032,komponen,melon segar,37.0,0.6,0.4,7.8,kaggle
2033,komponen,menjangan daging dendeng mentah,322.0,55.8,2.0,22.7,kaggle
2034,komponen,mentega,725.0,0.5,81.6,1.4,kaggle
2035,komponen,menteng,65.0,1.7,0.2,16.1,kaggle
2036,komponen,merica,359.0,11.5,6.8,64.4,kaggle
2037,komponen,mi basah,88.0,0.6,3.3,14.0,kaggle
2038,komponen,mi golosor,71.0,0.2,0.8,15.9,kaggle
2039,komponen,mi kering,339.0,10.0,1.7,6.3,kaggle
2040,dish,mie aceh rebus,113.0,3.0,3.2,18.1,kaggle
2041,dish,mie ayam,102.0,6.2,3.9,10.5,kaggle
2042,dish,mie bakso,114.0,5.3,3.0,16.4,kaggle
2043,dish,mie basah,86.0,0.6,3.3,14.0,kaggle
2044,dish,mie bendo,353.0,0.3,0.0,88.0,kaggle
2045,dish,mie celon,102.0,3.0,2.1,17.8,kaggle
2046,dish,mie goreng,468.0,7.6,20.4,62.4,kaggle
2047,dish,mie kering,337.0,7.9,11.8,50.0,kaggle
2048,dish,mie pangsit basah,105.0,5.9,4.9,9.4,kaggle
2049,dish,mie sagu,190.0,0.2,0.4,46.5,kaggle
2050,komponen,minyak hati hiu eulamia,902.0,0.0,100.0,0.0,kaggle
2051,komponen,minyak ikan,902.0,0.0,100.0,0.0,kaggle
2052,komponen,minyak kacang tanah,902.0,0.0,100.0,0.0,kaggle
2053,komponen,minyak kedelai,883.0,0.0,99.9,0.0,kaggle
2054,komponen,minyak kelapa,870.0,1.0,98.0,0.0,kaggle
2055,komponen,minyak kelapa sawit,902.0,0.0,100.0,0.0,kaggle
2056,komponen,minyak wijen,902.0,0.0,100.0,0.0,kaggle
2057,komponen,minyak zaitun,884.0,0.0,100.0,0.0,kaggle
2058,komponen,misoa,345.0,8.5,2.2,78.0,kaggle
2059,dish,misro,218.0,0.8,16.0,50.2,kaggle
2060,komponen,moon tahu,128.0,8.0,10.0,1.3,kaggle
2061,komponen,mostarda metan sawi,33.0,2.3,0.5,4.7,kaggle
2062,dish,mujahir acar kuning masakan,330.0,17.8,23.4,12.1,kaggle
2063,dish,naan maran sapi masakan,478.0,38.3,33.9,5.1,kaggle
2064,komponen,nanas,52.0,0.4,0.2,13.7,kaggle
2065,komponen,nanas palembang segar,58.0,0.7,0.2,13.3,kaggle
2066,komponen,nangka biji,165.0,4.2,0.1,36.7,kaggle
2067,dish,nangka masak di pohon,106.0,1.2,0.3,27.6,kaggle
2068,komponen,nangka muda,51.0,2.0,0.4,11.3,kaggle
2069,dish,nasi,180.0,3.0,0.3,39.8,kaggle
2070,dish,nasi beras merah,149.0,2.8,0.4,32.5,kaggle
2071,dish,nasi gemuk,192.0,3.8,8.8,24.4,kaggle
2072,dish,nasi goreng,276.0,3.2,3.2,30.2,kaggle
